sample_id,parent_source_id,image_path,nucleus_contour_path,cytoplasm_contour_path,technical_valid,technical_exclusion_reason,width,height,diagnostic_class_if_available,image_mode,dtype,nucleus_points,cytoplasm_points,nucleus_area_gt_pixels,cell_area_gt_pixels,cytoplasm_only_area_gt_pixels,nucleus_perimeter_gt_pixels,nucleus_outside_cell_pixels,nc_ratio_defined,circularity_defined
Dyskeratotic__064_03,Dyskeratotic__064,data\raw\sipakmed\im_Dyskeratotic\CROPPED\064_03.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\064_03_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\064_03_cyt.dat,TRUE,,120,119,Dyskeratotic,RGB,uint8,8,13,964,6562,5598,162,0,TRUE,TRUE
Dyskeratotic__064_04,Dyskeratotic__064,data\raw\sipakmed\im_Dyskeratotic\CROPPED\064_04.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\064_04_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\064_04_cyt.dat,TRUE,,265,209,Dyskeratotic,RGB,uint8,9,23,2086,22219,20133,238,0,TRUE,TRUE
Dyskeratotic__065_01,Dyskeratotic__065,data\raw\sipakmed\im_Dyskeratotic\CROPPED\065_01.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\065_01_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\065_01_cyt.dat,TRUE,,95,91,Dyskeratotic,RGB,uint8,10,12,959,4052,3093,146,0,TRUE,TRUE
Dyskeratotic__065_02,Dyskeratotic__065,data\raw\sipakmed\im_Dyskeratotic\CROPPED\065_02.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\065_02_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\065_02_cyt.dat,TRUE,,114,115,Dyskeratotic,RGB,uint8,11,16,1138,6724,5586,162,0,TRUE,TRUE
Dyskeratotic__065_03,Dyskeratotic__065,data\raw\sipakmed\im_Dyskeratotic\CROPPED\065_03.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\065_03_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\065_03_cyt.dat,TRUE,,114,101,Dyskeratotic,RGB,uint8,12,16,1923,6225,4302,202,0,TRUE,TRUE
Dyskeratotic__065_04,Dyskeratotic__065,data\raw\sipakmed\im_Dyskeratotic\CROPPED\065_04.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\065_04_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\065_04_cyt.dat,TRUE,,114,114,Dyskeratotic,RGB,uint8,10,17,1705,6430,4725,200,0,TRUE,TRUE
Dyskeratotic__066_01,Dyskeratotic__066,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_01.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_01_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_01_cyt.dat,TRUE,,110,121,Dyskeratotic,RGB,uint8,10,10,2003,7182,5179,222,0,TRUE,TRUE
Dyskeratotic__066_02,Dyskeratotic__066,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_02.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_02_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_02_cyt.dat,TRUE,,97,107,Dyskeratotic,RGB,uint8,10,11,888,4467,3579,146,0,TRUE,TRUE
Dyskeratotic__066_03,Dyskeratotic__066,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_03.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_03_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_03_cyt.dat,TRUE,,141,103,Dyskeratotic,RGB,uint8,9,10,1433,7203,5770,180,0,TRUE,TRUE
Dyskeratotic__066_04,Dyskeratotic__066,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_04.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_04_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_04_cyt.dat,TRUE,,87,90,Dyskeratotic,RGB,uint8,11,11,891,3605,2714,148,0,TRUE,TRUE
Dyskeratotic__066_05,Dyskeratotic__066,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_05.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_05_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_05_cyt.dat,TRUE,,121,112,Dyskeratotic,RGB,uint8,11,11,1912,6915,5003,206,0,TRUE,TRUE
Dyskeratotic__066_06,Dyskeratotic__066,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_06.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_06_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_06_cyt.dat,TRUE,,146,122,Dyskeratotic,RGB,uint8,11,18,1399,8050,6651,180,0,TRUE,TRUE
Dyskeratotic__066_07,Dyskeratotic__066,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_07.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_07_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_07_cyt.dat,TRUE,,89,80,Dyskeratotic,RGB,uint8,12,13,802,3264,2462,130,0,TRUE,TRUE
Dyskeratotic__066_08,Dyskeratotic__066,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_08.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_08_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_08_cyt.dat,FALSE,nucleus_pixels_outside_cell_mask,168,159,Dyskeratotic,RGB,uint8,11,20,1350,8504,7158,190,4,TRUE,TRUE
Dyskeratotic__066_09,Dyskeratotic__066,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_09.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_09_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_09_cyt.dat,TRUE,,120,102,Dyskeratotic,RGB,uint8,10,18,693,5439,4746,126,0,TRUE,TRUE
Dyskeratotic__066_10,Dyskeratotic__066,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_10.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_10_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_10_cyt.dat,TRUE,,165,119,Dyskeratotic,RGB,uint8,11,17,843,7722,6879,136,0,TRUE,TRUE
Dyskeratotic__066_11,Dyskeratotic__066,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_11.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_11_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_11_cyt.dat,TRUE,,103,96,Dyskeratotic,RGB,uint8,9,13,1036,4521,3485,146,0,TRUE,TRUE
Dyskeratotic__066_12,Dyskeratotic__066,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_12.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_12_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_12_cyt.dat,TRUE,,129,101,Dyskeratotic,RGB,uint8,12,15,825,5010,4185,144,0,TRUE,TRUE
Dyskeratotic__066_13,Dyskeratotic__066,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_13.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_13_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_13_cyt.dat,TRUE,,89,121,Dyskeratotic,RGB,uint8,12,17,1253,4120,2867,168,0,TRUE,TRUE
Dyskeratotic__066_14,Dyskeratotic__066,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_14.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_14_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\066_14_cyt.dat,TRUE,,119,96,Dyskeratotic,RGB,uint8,12,12,1863,4844,2981,208,0,TRUE,TRUE
Dyskeratotic__067_01,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_01.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_01_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_01_cyt.dat,TRUE,,136,127,Dyskeratotic,RGB,uint8,11,19,683,7946,7263,126,0,TRUE,TRUE
Dyskeratotic__067_02,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_02.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_02_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_02_cyt.dat,TRUE,,155,145,Dyskeratotic,RGB,uint8,10,19,834,12758,11924,136,0,TRUE,TRUE
Dyskeratotic__067_03,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_03.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_03_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_03_cyt.dat,TRUE,,138,110,Dyskeratotic,RGB,uint8,10,20,675,5430,4755,126,0,TRUE,TRUE
Dyskeratotic__067_04,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_04.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_04_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_04_cyt.dat,TRUE,,82,71,Dyskeratotic,RGB,uint8,10,13,583,2123,1540,114,0,TRUE,TRUE
Dyskeratotic__067_05,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_05.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_05_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_05_cyt.dat,TRUE,,151,101,Dyskeratotic,RGB,uint8,11,18,1047,7468,6421,156,0,TRUE,TRUE
Dyskeratotic__067_06,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_06.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_06_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_06_cyt.dat,TRUE,,94,72,Dyskeratotic,RGB,uint8,9,11,380,2990,2610,100,0,TRUE,TRUE
Dyskeratotic__067_07,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_07.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_07_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_07_cyt.dat,TRUE,,120,90,Dyskeratotic,RGB,uint8,11,14,1361,4154,2793,190,0,TRUE,TRUE
Dyskeratotic__067_08,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_08.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_08_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_08_cyt.dat,TRUE,,174,137,Dyskeratotic,RGB,uint8,10,15,1927,13587,11660,208,0,TRUE,TRUE
Dyskeratotic__067_09,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_09.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_09_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_09_cyt.dat,TRUE,,147,108,Dyskeratotic,RGB,uint8,13,16,2516,8152,5636,234,0,TRUE,TRUE
Dyskeratotic__067_10,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_10.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_10_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_10_cyt.dat,TRUE,,120,111,Dyskeratotic,RGB,uint8,9,11,1723,6840,5117,204,0,TRUE,TRUE
Dyskeratotic__067_11,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_11.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_11_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_11_cyt.dat,TRUE,,109,90,Dyskeratotic,RGB,uint8,9,17,608,4652,4044,118,0,TRUE,TRUE
Dyskeratotic__067_12,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_12.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_12_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_12_cyt.dat,TRUE,,93,87,Dyskeratotic,RGB,uint8,13,11,1630,3697,2067,182,0,TRUE,TRUE
Dyskeratotic__067_13,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_13.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_13_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_13_cyt.dat,TRUE,,106,93,Dyskeratotic,RGB,uint8,10,15,1010,4678,3668,150,0,TRUE,TRUE
Dyskeratotic__067_14,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_14.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_14_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_14_cyt.dat,TRUE,,183,92,Dyskeratotic,RGB,uint8,11,16,1473,7206,5733,178,0,TRUE,TRUE
Dyskeratotic__067_15,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_15.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_15_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_15_cyt.dat,TRUE,,171,103,Dyskeratotic,RGB,uint8,10,20,757,8262,7505,128,0,TRUE,TRUE
Dyskeratotic__067_16,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_16.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_16_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_16_cyt.dat,TRUE,,123,97,Dyskeratotic,RGB,uint8,11,15,984,5370,4386,156,0,TRUE,TRUE
Dyskeratotic__067_17,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_17.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_17_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_17_cyt.dat,TRUE,,151,107,Dyskeratotic,RGB,uint8,11,16,992,4953,3961,164,0,TRUE,TRUE
Dyskeratotic__067_18,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_18.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_18_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_18_cyt.dat,TRUE,,110,108,Dyskeratotic,RGB,uint8,10,14,1268,5550,4282,162,0,TRUE,TRUE
Dyskeratotic__067_19,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_19.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_19_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_19_cyt.dat,TRUE,,130,161,Dyskeratotic,RGB,uint8,11,15,618,8779,8161,124,0,TRUE,TRUE
Dyskeratotic__067_20,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_20.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_20_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_20_cyt.dat,TRUE,,112,112,Dyskeratotic,RGB,uint8,12,12,1898,6064,4166,208,0,TRUE,TRUE
Dyskeratotic__067_21,Dyskeratotic__067,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_21.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_21_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\067_21_cyt.dat,TRUE,,96,102,Dyskeratotic,RGB,uint8,10,11,744,5006,4262,132,0,TRUE,TRUE
Dyskeratotic__068_01,Dyskeratotic__068,data\raw\sipakmed\im_Dyskeratotic\CROPPED\068_01.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\068_01_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\068_01_cyt.dat,TRUE,,163,110,Dyskeratotic,RGB,uint8,10,19,746,9481,8735,126,0,TRUE,TRUE
Dyskeratotic__068_02,Dyskeratotic__068,data\raw\sipakmed\im_Dyskeratotic\CROPPED\068_02.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\068_02_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\068_02_cyt.dat,TRUE,,164,87,Dyskeratotic,RGB,uint8,13,30,603,5878,5275,118,0,TRUE,TRUE
Dyskeratotic__068_03,Dyskeratotic__068,data\raw\sipakmed\im_Dyskeratotic\CROPPED\068_03.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\068_03_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\068_03_cyt.dat,TRUE,,112,75,Dyskeratotic,RGB,uint8,13,16,877,3474,2597,144,0,TRUE,TRUE
Dyskeratotic__068_04,Dyskeratotic__068,data\raw\sipakmed\im_Dyskeratotic\CROPPED\068_04.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\068_04_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\068_04_cyt.dat,TRUE,,90,85,Dyskeratotic,RGB,uint8,9,15,932,3576,2644,148,0,TRUE,TRUE
Dyskeratotic__069_01,Dyskeratotic__069,data\raw\sipakmed\im_Dyskeratotic\CROPPED\069_01.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\069_01_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\069_01_cyt.dat,TRUE,,102,109,Dyskeratotic,RGB,uint8,11,16,695,4810,4115,124,0,TRUE,TRUE
Dyskeratotic__069_02,Dyskeratotic__069,data\raw\sipakmed\im_Dyskeratotic\CROPPED\069_02.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\069_02_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\069_02_cyt.dat,TRUE,,96,96,Dyskeratotic,RGB,uint8,10,13,908,3934,3026,142,0,TRUE,TRUE
Dyskeratotic__069_03,Dyskeratotic__069,data\raw\sipakmed\im_Dyskeratotic\CROPPED\069_03.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\069_03_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\069_03_cyt.dat,TRUE,,90,80,Dyskeratotic,RGB,uint8,9,15,667,3071,2404,122,0,TRUE,TRUE
Dyskeratotic__069_04,Dyskeratotic__069,data\raw\sipakmed\im_Dyskeratotic\CROPPED\069_04.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\069_04_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\069_04_cyt.dat,TRUE,,144,151,Dyskeratotic,RGB,uint8,13,20,1226,11770,10544,170,0,TRUE,TRUE
Dyskeratotic__069_05,Dyskeratotic__069,data\raw\sipakmed\im_Dyskeratotic\CROPPED\069_05.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\069_05_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\069_05_cyt.dat,TRUE,,146,125,Dyskeratotic,RGB,uint8,12,24,1137,9924,8787,158,0,TRUE,TRUE
Dyskeratotic__069_06,Dyskeratotic__069,data\raw\sipakmed\im_Dyskeratotic\CROPPED\069_06.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\069_06_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\069_06_cyt.dat,TRUE,,85,116,Dyskeratotic,RGB,uint8,12,17,757,4042,3285,130,0,TRUE,TRUE
Dyskeratotic__070_01,Dyskeratotic__070,data\raw\sipakmed\im_Dyskeratotic\CROPPED\070_01.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\070_01_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\070_01_cyt.dat,TRUE,,164,122,Dyskeratotic,RGB,uint8,10,13,2326,9678,7352,230,0,TRUE,TRUE
Dyskeratotic__071_01,Dyskeratotic__071,data\raw\sipakmed\im_Dyskeratotic\CROPPED\071_01.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\071_01_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\071_01_cyt.dat,TRUE,,182,148,Dyskeratotic,RGB,uint8,11,25,1163,11736,10573,170,0,TRUE,TRUE
Dyskeratotic__071_02,Dyskeratotic__071,data\raw\sipakmed\im_Dyskeratotic\CROPPED\071_02.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\071_02_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\071_02_cyt.dat,TRUE,,138,96,Dyskeratotic,RGB,uint8,11,17,1629,6058,4429,192,0,TRUE,TRUE
Dyskeratotic__071_03,Dyskeratotic__071,data\raw\sipakmed\im_Dyskeratotic\CROPPED\071_03.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\071_03_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\071_03_cyt.dat,TRUE,,126,88,Dyskeratotic,RGB,uint8,9,16,738,5404,4666,126,0,TRUE,TRUE
Dyskeratotic__071_04,Dyskeratotic__071,data\raw\sipakmed\im_Dyskeratotic\CROPPED\071_04.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\071_04_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\071_04_cyt.dat,TRUE,,142,136,Dyskeratotic,RGB,uint8,12,18,1984,9571,7587,210,0,TRUE,TRUE
Dyskeratotic__071_05,Dyskeratotic__071,data\raw\sipakmed\im_Dyskeratotic\CROPPED\071_05.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\071_05_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\071_05_cyt.dat,TRUE,,84,88,Dyskeratotic,RGB,uint8,9,11,708,3255,2547,126,0,TRUE,TRUE
Dyskeratotic__071_06,Dyskeratotic__071,data\raw\sipakmed\im_Dyskeratotic\CROPPED\071_06.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\071_06_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\071_06_cyt.dat,TRUE,,107,107,Dyskeratotic,RGB,uint8,10,18,1320,5860,4540,168,0,TRUE,TRUE
Dyskeratotic__072_01,Dyskeratotic__072,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_01.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_01_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_01_cyt.dat,TRUE,,87,88,Dyskeratotic,RGB,uint8,9,13,736,3098,2362,128,0,TRUE,TRUE
Dyskeratotic__072_02,Dyskeratotic__072,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_02.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_02_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_02_cyt.dat,TRUE,,83,89,Dyskeratotic,RGB,uint8,10,15,659,3089,2430,130,0,TRUE,TRUE
Dyskeratotic__072_03,Dyskeratotic__072,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_03.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_03_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_03_cyt.dat,TRUE,,170,108,Dyskeratotic,RGB,uint8,14,30,1278,6838,5560,180,0,TRUE,TRUE
Dyskeratotic__072_04,Dyskeratotic__072,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_04.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_04_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_04_cyt.dat,FALSE,nucleus_pixels_outside_cell_mask,100,106,Dyskeratotic,RGB,uint8,12,17,1475,4347,2876,184,4,TRUE,TRUE
Dyskeratotic__072_05,Dyskeratotic__072,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_05.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_05_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_05_cyt.dat,TRUE,,160,128,Dyskeratotic,RGB,uint8,12,21,2441,10191,7750,234,0,TRUE,TRUE
Dyskeratotic__072_06,Dyskeratotic__072,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_06.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_06_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_06_cyt.dat,TRUE,,105,106,Dyskeratotic,RGB,uint8,9,15,1289,5644,4355,166,0,TRUE,TRUE
Dyskeratotic__072_07,Dyskeratotic__072,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_07.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_07_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_07_cyt.dat,TRUE,,125,110,Dyskeratotic,RGB,uint8,11,17,1068,6876,5808,146,0,TRUE,TRUE
Dyskeratotic__072_08,Dyskeratotic__072,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_08.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_08_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_08_cyt.dat,TRUE,,94,87,Dyskeratotic,RGB,uint8,11,12,1106,3972,2866,156,0,TRUE,TRUE
Dyskeratotic__072_09,Dyskeratotic__072,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_09.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_09_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_09_cyt.dat,TRUE,,115,97,Dyskeratotic,RGB,uint8,10,14,961,5299,4338,148,0,TRUE,TRUE
Dyskeratotic__072_10,Dyskeratotic__072,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_10.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_10_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_10_cyt.dat,TRUE,,106,76,Dyskeratotic,RGB,uint8,9,14,714,3720,3006,130,0,TRUE,TRUE
Dyskeratotic__072_11,Dyskeratotic__072,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_11.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_11_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_11_cyt.dat,TRUE,,80,75,Dyskeratotic,RGB,uint8,10,10,557,2280,1723,114,0,TRUE,TRUE
Dyskeratotic__072_12,Dyskeratotic__072,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_12.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_12_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_12_cyt.dat,TRUE,,123,98,Dyskeratotic,RGB,uint8,10,13,1419,6032,4613,200,0,TRUE,TRUE
Dyskeratotic__072_13,Dyskeratotic__072,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_13.bmp,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_13_nuc.dat,data\raw\sipakmed\im_Dyskeratotic\CROPPED\072_13_cyt.dat,TRUE,,103,89,Dyskeratotic,RGB,uint8,10,14,619,3489,2870,120,0,TRUE,TRUE
